"SiteNo","SiteName","StreetAddress","CityStateZip","County","InspectionType","InspectionDate","PermitNo","NPDESNo","ComplaintTrackingNo","InspectionReason","SiteStatus","SiteCondition","RecommendedActions","ComplianceAssist","Latitude","Longitude","Type","EnforcementAction","EnforcementActionNo","EnforcementActionIssued","CaseClosed","Media","Program","EnfIssue","ResolvedDate","ViolationSNCDate","MarkerShape","MarkerSize","InspectionCount","Construction"
"160266","Southern Belle Venue","31239 E. Line Rd","Delmar,MD,21875","Wicomico","Sediment_Erosion",2018-02-14,NA,NA,"18-4173",NA,"Complete","Satisfactory/Compliance","Close File","N",38.4538710206204,-75.5284879708418,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,1
"159410","Todd Hite Jr. Steel Pond Poultry Houses","38.0307, -75.4547","Stockton,MD,21864","Worcester","NPDES Construction Activity",2019-04-23,"17-WO-0035","MDRCX03G5",NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",38.0531599998503,-75.4102249999444,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",3,8,1
"131102","HA DPW/Bridge No 63/Watervale Rd","Watervale Rd over Winters Run","Fallston,MD,21047","Harford","Sediment_Erosion",2018-02-14,"10-NT-0192,14-HA-0023","MDRCM004L",NA,NA,"Complete","Satisfactory/Compliance","Close File","N",39.522944841027,-76.3984913467992,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",4,5,1
"133375","BC DPW-Wyman Park","1400' downstream of University Pkwy to West 30th St","Baltimore,MD,21211","Baltimore City","Waterway Construction",2018-06-08,"15-NT-0246","MDRCD02CA",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",39.333089999836,-76.634350000238,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C",2,7,0
"107344","SO Commissioners-Jenkins Creek","Calvary Road","Crisfield,MD,21817","Somerset","Sediment_Erosion",2018-02-14,"13-WL-0159",NA,NA,NA,"Inactive","Noncompliance","Continue Routine Inspection","N",37.9622092853993,-75.8472015801763,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",1,2,1
"156066","Eastern Shore Natural Gas-2017 Expansion-Fair Hill Loop","Flint Hill Road and Elbow Lane, ends south of Telegraph Road","Elkton,MD,21921","Cecil","Sediment_Erosion",2019-02-15,"18CE0053",NA,NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",39.6127000000318,-75.8315500003174,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",4,11,1
"156397","Trailer Laydown Area","near South Dr, 39.130341, -77.216446","Gaithersburg,MD,20899","Montgomery","State_federal SWM",2018-06-25,"17-SF-0148","MDRCP02ZO",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",39.1416161662014,-77.2177691520612,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",3,9,0
"160346","PAF 18-3071 Water Appropriation by Hawkins Erosion Control LLC from South Branch Patapsco","100 block of River Road","Sykesville,MD,21784","Carroll","Water Appropriation - Surface Water",2018-02-15,NA,NA,"18-3071",NA,"Inactive","Noncompliance","Refer to Others (See Findings)","N",39.3540147797083,-76.9500850844496,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C",1,1,0
"23458","Burch Farms","Mt. Wolfe Rd & Indian Creek Dr","Charlotte Hall,MD,20622","St. Mary's","NPDES Municipal Ground Water",2018-02-15,"14DP3225",NA,NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",38.5014700462107,-76.7705599576493,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",4,4,0
"66076","Waste Management of Maryland, Inc","3545 Fairfield Rd","Baltimore City,MD,21226","Baltimore City","NPDES Industrial Stormwater",2018-08-02,"12SR0619",NA,"19-2035",NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",39.2322389826242,-76.5724639859299,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",2,3,0
"152070","HO1535277 - MD 32 SB from N of MD 108 to Bridge over Middle Patuxent River","MD 32 (Patuxent Freeway)","Clarksville,MD,21029","Howard","NPDES Construction Activity",2018-09-19,NA,"MDRCNS0EB",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",39.2323000447119,-76.9743199168295,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",2,4,1
"158394","Paul Cornett FHO",", 21971 Oakley Rd.","Avenue,MD,20618","St. Mary's","Sediment_Erosion",2020-01-06,"18-SM-0010",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",38.2728550202953,-76.7422520074643,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",2,3,1
"154460","The Key School's Fusco Athletic Park","Carrollton Rd","Annapolis,MD,21403","Anne Arundel","NPDES Construction Activity",2020-01-28,NA,"MDRCB02AZ",NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",38.9531029444816,-76.4753438551877,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",4,39,1
"136560","J Richard Thomas FHO","25050 Budds Creek Rd","Chaptico,MD,20621","St. Mary's","Sediment_Erosion",2018-04-19,"18-SM-0023",NA,NA,NA,"Complete","Compliance Assistance Rendered","Close File","Y",38.3582949861327,-76.7584320141025,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C",1,2,1
"131870","SO County Solid Waste and Drainage Lead ditch beginning on Deal Island Road Parcel 292","Lead ditch beginning on Deal Island Road Parcel 292, just prior to Osburn Webster Road on right","Deal Island,MD","Somerset","Tidal Wetlands",2018-02-16,"10-NT-2060,11-GP-0195",NA,NA,NA,"Complete","Satisfactory/Compliance","Continue Routine Inspection","N",38.1537783185315,-75.9423396339397,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,2,1
"21242","LKQ Pick Your Part (1207)","2801 Hawkins Point Rd","Baltimore City,MD,21226","Baltimore City","NPDES Industrial Stormwater",2019-05-17,"12-SR-1880",NA,NA,NA,"Active","Noncompliance","Additional Investigation Required,Continue Routine Inspection","N",39.202328998952,-76.5583959670337,"V",NA,NA,NA,NA,NA,NA,NA,NA,NA,"F",4,4,0
"160461","PAF 18-3066","6396 Glenmore Ave","Elkridge,MD,21075","Howard","Sediment_Erosion",2018-04-20,NA,NA,"PAF 18-3066",NA,"Complete","Satisfactory/Compliance","Close File","Y",39.1917810024367,-76.7415259665938,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",4,13,1
"153867","Joint Base Andrews BMP Retrofit & repair, Package 6 (Sites DP 1-1. DP 1-3, DP 4-1, DP 7-1 & WP 7-1","near North Carolina St, 38.815202,-76.857481","Andrews Air Force Base,MD,20762","Prince George's","NPDES Construction Activity",2020-12-03,NA,NA,NA,NA,"Complete","UNKNOWN",NA,"N",38.8007150002906,-76.8924799997128,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",4,10,1
"131869","SO County Solid Waste and Drainage Lead ditch beginning Osburn Webster Road Parcel 247","Lead ditch beginning Osburn Webster Road Parcel 247","Deal Island,MD","Somerset","Tidal Wetlands",2018-02-16,"10-NT-2061,11-GP-0113",NA,NA,NA,"Complete","Satisfactory/Compliance","Continue Routine Inspection","N",38.1537783185315,-75.9423396339397,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,2,1
"155959","MTA Park and Ride","E side of Harry S. Truman Pkwy,, approximately 800 ft N of the intersection with Riva Rd","Annapolis,MD,21401","Anne Arundel","NPDES Construction Activity",2018-02-16,NA,"MDRCB02WJ","18-2288",NA,"Active - No work today","Noncompliance","Continue Routine Inspection,Refer to Others (See Findings)","N",38.9769344997187,-76.4982241996975,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C",1,1,1
"160272","PAF18-2307 18715 Saint Jeromes Neck rd","18715 Saint Jeromes Neck rd","Dameron,MD,20628","St. Mary's","NPDES Industrial Stormwater",2018-02-16,NA,NA,"18-2307",NA,"Complete","Satisfactory/Compliance","Close File","N",38.1522569937525,-76.3686150108916,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,0
"155945","Peddler's Square, Inc","11805 Coastal Highway","Ocean City,MD,21842","Worcester","Tidal Wetlands",2018-02-16,"17-GP-0175",NA,"18-4169",NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",38.4242800103694,-75.0573100124607,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,1
"160370","Corner intersection of Fort Smallwood Road and Bayside Beach Road","Corner intersection of Fort Smallwood Road and Bayside Beach Road","Pasadena,MD,21122","Anne Arundel","NPDES Municipal Minor Surface Water",2018-02-16,NA,NA,"18-2304",NA,"Inactive","Satisfactory/Compliance","Close File","N",39.1437500574171,-76.4872098886252,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,0
"156396","APG - Candlewood Suites","near Palisades Park, 39.15863, -76.818909","Aberdeen Proving Ground,MD,21005","Harford","State_federal SWM",2019-07-15,"17-SF-0158","MDRCMF068",NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",39.4981678997191,-76.1509130996871,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",2,6,0
"19907","Mayo Water Reclamation Facility","551 Pure Water Way","Edgewater,MD,21032","Anne Arundel","NPDES Municipal Minor Surface Water",2018-02-20,"02DP2291",NA,NA,NA,"Inactive","Satisfactory/Compliance","Additional Investigation Required","N",38.9111550100794,-76.534122981407,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,0
"160262","Frito Lay",", Foskey Lane","Delmar,MD,21875","Wicomico","NPDES Construction Activity",2019-07-22,"17-NT-2134,18-WI-0043","MDRCW03LL",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",38.4463039678896,-75.5790773641266,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",4,32,1
"149124","FRE 03 Clyde Thomas Smith Property","4830 Ijamsville Rd","Ijamsville,MD,21754","Frederick","Waterway Construction",2018-02-20,"17-NT-3325",NA,NA,NA,"Complete","Satisfactory/Compliance","Continue Routine Inspection","N",39.3693050178103,-77.325510008712,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,0
"147971","Smith Property - Temporary Soil Stockpile","4934 Ijamsville Rd","Ijamsville,MD,21754","Frederick","NPDES Construction Activity",2018-02-20,NA,"MDRCK 01CC",NA,NA,"Complete","Satisfactory/Compliance","Close File","N",39.3710459813007,-77.3213580331981,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,1
"160503","Wicomico County stock pile","Glen Ave","Salisbury,MD,21801","Wicomico","Sediment_Erosion",2018-05-15,NA,NA,"18-4185",NA,"Active - No work today","Satisfactory/Compliance","Close File","N",38.360475443899,-75.5710248263939,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",1,2,1
"160504","Salisbury City Park/Pump Station Building","640 E. Main St","Salisbury,MD,21801","Wicomico","Sediment_Erosion",2018-02-20,NA,NA,"18-4186",NA,"Inactive","Satisfactory/Compliance","Close File","N",38.3652719780809,-75.587978884363,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,1
"139608","SO Solid Waste and Drainage-Kingston Lane","Kingston Lane, .70 mi on left from Rt 413","Westover,MD,21871","Somerset","Nontidal Wetlands",2018-02-21,"13-GL-0339,13-NT-2007",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",38.0745600621245,-75.7281559431045,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,2,1
"160345","1001 N Ellamont St","1001 N Ellamont St","Baltimore City,MD,21216","Baltimore City","NPDES Municipal Minor Surface Water",2018-02-21,NA,NA,"18-2306",NA,"Inactive","Satisfactory/Compliance","Close File","N",39.301479998975,-76.6691570342299,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,0
"153808","MD SHA-Project No FR597A21-Little Catoctin Creek at US 340","US 340: 2500' nw from intersect of MD 180 and MD 17","Knoxville,MD,21758","Frederick","NPDES Construction Activity",2020-02-24,"16-NT-3224","MDRCKSOJS",NA,NA,"Active - No work today","Satisfactory/Compliance","Close File,Refer to Others (See Findings)","N",39.3380800398304,-77.6393699118702,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",4,18,1
"151181","Inner Harbor East Marina","40 International Dr","Baltimore,MD,21202","Baltimore City","Tidal Wetlands",2018-02-21,"16-WL-0753",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",39.2825042520624,-76.6019543436077,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,1
"153649","BC-Harbor East Marina","40 International Dr","Baltimore City,MD,21202","Baltimore City","NPDES Marinas",2018-03-14,"10-MA-9351",NA,NA,NA,"Active","Noncompliance","Additional Investigation Required","N",39.2825042520624,-76.6019543436077,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",2,7,0
"160528","Scott W Donaldson FHO","47488 S. Snowhill Manor rd","Saint Marys City,MD,20686","St. Mary's","Sediment_Erosion",2018-10-29,"18-SM-0016",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",38.2026839899452,-76.4315149913901,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,2,1
"22922","Friendsville WWTP","849 1st Ave","Friendsville,MD,21531","Garrett","NPDES Municipal Minor Surface Water",2019-07-11,"08-DP-0514",NA,NA,NA,"Active","Additional Investigation Required","Continue Routine Inspection","N",39.6672170095774,-79.4059980378038,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C",2,7,0
"154911","LOBLOLLY LANE","Loblolly Lane","Saint Inigoes,MD,20684","St. Mary's","NPDES Construction Activity",2019-01-30,"17-SM-0063","MDRCT02UN",NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",38.1578348086104,-76.3955691711974,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",2,4,1
"158390","Damian Hall FHO",", 44286 Blake Creek Rd.","Leonardtown,MD,20650","St. Mary's","Sediment_Erosion",2018-12-20,"18-SM-0007",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",38.1947249954303,-76.5444810021972,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,2,1
"159934","East Campus Lot 12","39.1079, -76.7537","Fort George G. Meade,MD","Anne Arundel","State_federal SWM",2019-05-14,"18-SF-0090",NA,NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",39.1259400000664,-76.7891400004187,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C",2,3,0
"124905","Soma Llc/rd Xing And Culvert","1210 & 1220 BEL AIR RD","Bel Air,MD","Harford","Waterway Construction",2018-02-22,"07-NT-0136",NA,NA,NA,"Inactive","Satisfactory/Compliance","Additional Investigation Required","N",39.5135129796221,-76.3757299895387,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,0
"142305","US 40 / MD 715 interchange improvements (SHA Contract No. HA2705171)","39.493988 -76.185505","Aberdeen,MD,21001","Harford","State_federal SWM",2018-02-22,"10-SF-0168",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",39.5084599998117,-76.1644000002227,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,0
"157351","Town of Middletown-West Wastewater Treatment Plant Interceptor","Behind 25 Walnut St to 31 Walnut St, Residential and Open Space","Middletown,MD,21769","Frederick","Waterway Construction",2018-02-22,"17-NT-3172",NA,NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",39.4426449945343,-77.552393040785,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,0
"158053","Forest Glen Building 509 Pond Retrofit","near Walter Reed Hospital - Forest Glen Annex, 39.0059 -77.0507","Silver Spring,MD,20910","Montgomery","State_federal SWM",2018-11-15,"18-SF-0007",NA,NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",38.994914999771,-77.0252749998934,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",2,6,0
"159642","Dollar General Hollywood","23848 Mervell Dean Rd.","Hollywood,MD,20636","St. Mary's","Sediment_Erosion",2019-11-05,"18-SM-0103","MDRCT03HN",NA,NA,"Complete","Satisfactory/Compliance","Close File","N",38.3229699999833,-76.54478803109,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C",4,14,1
"141678","Town of Princess Anne-Manokin Park","several locations in Manokin Park","Princess Anne,MD,21853","Somerset","Tidal Wetlands",2018-02-22,"13-GL- 0962,13-NT-2105",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",38.1999300000576,-75.6923000002542,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,2,1
"156882","Parkview at Aspen Hill, LLC","Weeping Willow Dr and Wispering Pines Rd","Kensington,MD,20906","Montgomery","Nontidal Wetlands",2018-06-04,"17-NT-3133","MDRCP036H",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",39.0886000262079,-77.0670399430033,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C",3,8,1
"147524","The Toll Brothers-The Ridings at North Branch","Underwood Road","Gambrills,MD,21054","Anne Arundel","NPDES Construction Activity",2018-02-22,"15-NT-0137","MDRCB033J",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",39.0079650745922,-76.6642206713694,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,2,1
"158716","Child Development Center Building 3100 Water Line Replacement","on B Street, 39.1184 -76.7378","Fort George G. Meade,MD,20755","Anne Arundel","State_federal SWM",2018-11-02,"18-SF-0045",NA,NA,NA,"Active - No work today","Satisfactory/Compliance","Close File","N",39.1180284431478,-76.7366125826383,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",2,6,0
"125342","MARC Aberdeen Parking Lot Expansion","39.509377 -76.161715","Aberdeen,MD,21001","Harford","State_federal SWM",2018-02-22,"10-SF-0389",NA,NA,NA,"Inactive","Noncompliance","Additional Investigation Required","N",39.5084599998117,-76.1644000002227,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C",1,1,0
"6909","Valley Proteins, Inc. - Curtis Bay","1515 Open St","Curtis Bay,MD,21226","Anne Arundel","NPDES Industrial Stormwater",2018-02-23,"12-SW-1411",NA,NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",39.2149206269377,-76.5881244878562,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C",1,1,0
"19307","S & G Concrete Company, LLC - Finksburg Ready-Mix Plant","2910 Industrial Park Drive","Finksburg,MD,21048","Carroll","NPDES Industrial Minor Surface Water",2018-02-23,"15MP2472",NA,NA,NA,"Inactive","Satisfactory/Compliance","Continue Routine Inspection","N",39.4988640115871,-76.890711019289,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,0
"4784","WSSC - Lyttonsville Garage","2501 Lyttonsville Rd","Silver Spring,MD,20910","Montgomery","NPDES Industrial Stormwater",2018-05-24,"12SR1739",NA,NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","Y",38.9977950134661,-77.0549649731088,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C",2,3,0
"27677","Mcps - Randolph Depot","1801 Old Randolph Road","Silver Spring,MD,20902","Montgomery","NPDES Industrial Stormwater",2018-07-10,"12SW0524",NA,NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","Y",39.0644958496132,-77.0345293810684,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",2,4,0
"141458","JPS Marble","1615 Robins Ct, Ste C","Forest Hill,MD,21050","Harford","NPDES Industrial Minor Surface Water",2018-02-23,NA,NA,"15-2308",NA,"Inactive","Satisfactory/Compliance","Close File","N",39.5678246533583,-76.3635352077415,"V",NA,NA,NA,NA,NA,NA,NA,NA,NA,"F",4,2,0
"160445","Burtner Property","Corey Burtner, 11917 Wilhide Rd","Thurmont,MD,21788","Frederick","Sediment_Erosion",2018-02-23,NA,NA,"18-1072",NA,"Active","Satisfactory/Compliance","Refer to Others (See Findings)","N",39.5614609868021,-77.3852299791559,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,2,1
"154351","Rocky Gap Veterans Cemetary","Rocky Gap Cemetary, 39.719349, -78.636162","Flintstone,MD,21530","Allegany","State_federal SWM",2019-10-28,"17-SF-0056","MDRCAS0HV",NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",39.7035850000648,-78.5688399998367,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",2,4,0
"33439","City of Brunswick DPW","600 Petersville Rd","Brunswick,MD,21716","Frederick","Waterway Construction",2020-02-24,"19-NT-3045",NA,NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",39.3183590140733,-77.627544010668,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",4,11,0
"160462","PAF 18-3072","7461 Montvideo Road","Jessup,MD,20794","Howard","Sediment_Erosion",2019-06-25,NA,NA,"PAF 18-3072",NA,"Active - No work today","Noncompliance","Continue Routine Inspection,Continue Routine Investigation","N",39.1653689969421,-76.7704469693495,"V",NA,NA,NA,NA,NA,NA,NA,NA,NA,"F",4,44,1
"135597","St Marys River Watershed Association Inc","1.8 miles south of intersection of SR 5 and SR 489","Saint Marys City,MD,20686","St. Mary's","Tidal Wetlands",2018-02-26,"12-WL-0260",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",38.2190700242703,-76.4300598931063,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,1
"155063","Sanford Road Rebuild","Sanford Rd, 39.100379 -76.764484","Fort George G. Meade,MD,20755","Anne Arundel","State_federal SWM",2018-10-16,"17-SF-0077",NA,NA,NA,"Active","Satisfactory/Compliance","Close File","N",39.1152862998556,-76.7417253997734,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",2,3,0
"160132","Scaggs - Lot #11","7620 Meadow Run Lane","Owings,MD,20736","Calvert","Sediment_Erosion",2020-01-16,"18-CA-0037",NA,NA,NA,"Active - No work today","Noncompliance","Additional Investigation Required","N",38.6838219011659,-76.6331373563512,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",2,7,1
"27495","MCPS - Bethesda Depot","10901 Westlake Dr","Rockville,MD,20852","Montgomery","NPDES Industrial Stormwater",2018-10-05,"12SW0524",NA,NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","Y",39.0359784994285,-77.1475423540019,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",2,5,0
"159145","Sheetz- #163","17803 Venture Drive","Hagerstown,MD,21740","Washington","Sediment_Erosion",2018-06-18,"18-WA-0037","MDRCV03IM",NA,NA,"Complete","Satisfactory/Compliance","Close File","N",39.6088000056015,-77.7505699812542,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C",2,4,1
"145393","Harris Bus & Terminal Service, Inc.","10245 Bird River Rd","Middle River,MD,21220","Baltimore","NPDES Industrial Stormwater",2018-02-27,"12SR2560",NA,NA,NA,"Active","Noncompliance","Additional Investigation Required","N",39.3644140099074,-76.4219290276707,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",4,3,0
"160502","BuilderUp - A devision of Chaney Enterprises","1925 Skinners Turn Rd.","Owings,MD,20736","Calvert","Nontidal Wetlands",2018-03-09,NA,NA,"18-2323",NA,"Complete","Satisfactory/Compliance","Close File","N",38.6822669855903,-76.6317190117389,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",1,2,1
